index,movie_name,document
119,Vertigo,Vertigo A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman. Alfred Hitchcock James Stewart Kim Novak Barbara Bel Geddes Tom Helmore A 1958
120,Singin' in the Rain,Singin' in the Rain A silent film production company and cast make a difficult transition to sound. Stanley Donen Gene Kelly Gene Kelly Donald O'Connor Debbie Reynolds G 1952
121,Ikiru,Ikiru A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer. Akira Kurosawa Takashi Shimura Nobuo Kaneko Shin'ichi Himori Haruo Tanaka nan 1952
122,Ladri di biciclette,"Ladri di biciclette In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it. Vittorio De Sica Lamberto Maggiorani Enzo Staiola Lianella Carell Elena Altieri nan 1948"
123,Double Indemnity,Double Indemnity An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator. Billy Wilder Fred MacMurray Barbara Stanwyck Edward G. Robinson Byron Barr Passed 1944
124,Citizen Kane,"Citizen Kane Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'. Orson Welles Orson Welles Joseph Cotten Dorothy Comingore Agnes Moorehead UA 1941"
125,M - Eine Stadt sucht einen Mörder,"M - Eine Stadt sucht einen Mörder When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt. Fritz Lang Peter Lorre Ellen Widmann Inge Landgut Otto Wernicke Passed 1931"
126,Metropolis,"Metropolis In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences. Fritz Lang Brigitte Helm Alfred Abel Gustav Fröhlich Rudolf Klein-Rogge nan 1927"
127,The Kid,"The Kid The Tramp cares for an abandoned child, but events put that relationship in jeopardy. Charles Chaplin Charles Chaplin Edna Purviance Jackie Coogan Carl Miller Passed 1921"
128,Chhichhore,"Chhichhore A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers. Nitesh Tiwari Sushant Singh Rajput Shraddha Kapoor Varun Sharma Prateik UA 2019"
129,Uri: The Surgical Strike,"Uri: The Surgical Strike Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group. Aditya Dhar Vicky Kaushal Paresh Rawal Mohit Raina Yami Gautam UA 2018"
130,K.G.F: Chapter 1,"K.G.F: Chapter 1 In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people. Prashanth Neel Yash Srinidhi Shetty Ramachandra Raju Archana Jois UA 2018"
131,Green Book,Green Book A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South. Peter Farrelly Viggo Mortensen Mahershala Ali Linda Cardellini Sebastian Maniscalco UA 2018
132,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit. Martin McDonagh Frances McDormand Woody Harrelson Sam Rockwell Caleb Landry Jones A 2017"
133,Talvar,Talvar An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide. Meghna Gulzar Irrfan Khan Konkona Sen Sharma Neeraj Kabi Sohum Shah UA 2015
134,Baahubali 2: The Conclusion,"Baahubali 2: The Conclusion When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom. S.S. Rajamouli Prabhas Rana Daggubati Anushka Shetty Tamannaah Bhatia UA 2017"
135,Klaus,"Klaus A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions. Sergio Pablos Carlos Martínez López Jason Schwartzman J.K. Simmons Rashida Jones PG 2019"
136,Queen,Queen A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled. Vikas Bahl Kangana Ranaut Rajkummar Rao Lisa Haydon Jeffrey Ho UA 2013
137,Mandariinid,"Mandariinid In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in. Zaza Urushadze Lembit Ulfsak Elmo Nüganen Giorgi Nakashidze Misha Meskhi nan 2013"
138,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition. Rakeysh Omprakash Mehra Farhan Akhtar Sonam Kapoor Pawan Malhotra Art Malik U 2013
139,Gangs of Wasseypur,"Gangs of Wasseypur A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations. Anurag Kashyap Manoj Bajpayee Richa Chadha Nawazuddin Siddiqui Tigmanshu Dhulia A 2012"
140,Udaan,"Udaan Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father. Vikramaditya Motwane Rajat Barmecha Ronit Roy Manjot Singh Ram Kapoor UA 2010"
141,Paan Singh Tomar,"Paan Singh Tomar The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement. Tigmanshu Dhulia Irrfan Khan Mahie Gill Rajesh Abhay Hemendra Dandotiya UA 2012"
142,El secreto de sus ojos,El secreto de sus ojos A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later. Juan José Campanella Ricardo Darín Soledad Villamil Pablo Rago Carla Quevedo R 2009
143,Warrior,"Warrior The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother. Gavin O'Connor Tom Hardy Nick Nolte Joel Edgerton Jennifer Morrison UA 2011"
144,Shutter Island,"Shutter Island In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane. Martin Scorsese Leonardo DiCaprio Emily Mortimer Mark Ruffalo Ben Kingsley A 2010"
145,Up,"Up 78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway. Pete Docter Bob Peterson Edward Asner Jordan Nagai John Ratzenberger U 2009"
146,The Wolf of Wall Street,"The Wolf of Wall Street Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government. Martin Scorsese Leonardo DiCaprio Jonah Hill Margot Robbie Matthew McConaughey A 2013"
147,Chak De! India,Chak De! India Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds. Shimit Amin Shah Rukh Khan Vidya Malvade Sagarika Ghatge Shilpa Shukla U 2007
148,There Will Be Blood,"There Will Be Blood A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business. Paul Thomas Anderson Daniel Day-Lewis Paul Dano Ciarán Hinds Martin Stringer A 2007"
149,Pan's Labyrinth,"Pan's Labyrinth In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world. Guillermo del Toro Ivana Baquero Ariadna Gil Sergi López Maribel Verdú UA 2006"
150,Toy Story 3,"Toy Story 3 The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home. Lee Unkrich Tom Hanks Tim Allen Joan Cusack Ned Beatty U 2010"
151,V for Vendetta,"V for Vendetta In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman. James McTeigue Hugo Weaving Natalie Portman Rupert Graves Stephen Rea A 2005"
152,Rang De Basanti,"Rang De Basanti The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom. Rakeysh Omprakash Mehra Aamir Khan Soha Ali Khan Siddharth Sharman Joshi UA 2006"
153,Black,"Black The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world. Sanjay Leela Bhansali Amitabh Bachchan Rani Mukerji Shernaz Patel Ayesha Kapoor U 2005"
154,Batman Begins,"Batman Begins After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption. Christopher Nolan Christian Bale Michael Caine Ken Watanabe Liam Neeson UA 2005"
155,"Swades: We, the People","Swades: We, the People A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots. Ashutosh Gowariker Shah Rukh Khan Gayatri Joshi Kishori Ballal Smit Sheth U 2004"
156,Der Untergang,"Der Untergang Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII. Oliver Hirschbiegel Bruno Ganz Alexandra Maria Lara Ulrich Matthes Juliane Köhler R 2004"
157,Hauru no ugoku shiro,"Hauru no ugoku shiro When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle. Hayao Miyazaki Chieko Baishô Takuya Kimura Tatsuya Gashûin Akihiro Miwa U 2004"
158,A Beautiful Mind,"A Beautiful Mind After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish. Ron Howard Russell Crowe Ed Harris Jennifer Connelly Christopher Plummer UA 2001"
159,Hera Pheri,"Hera Pheri Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it? Priyadarshan Akshay Kumar Sunil Shetty Paresh Rawal Tabu U 2000"
160,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns. Guy Ritchie Jason Flemyng Dexter Fletcher Nick Moran Jason Statham A 1998"
161,L.A. Confidential,"L.A. Confidential As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice. Curtis Hanson Kevin Spacey Russell Crowe Guy Pearce Kim Basinger A 1997"
162,Eskiya,"Eskiya Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover. Yavuz Turgul Sener Sen Ugur Yücel Sermin Hürmeriç Yesim Salkim nan 1996"
163,Heat,Heat A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist. Michael Mann Al Pacino Robert De Niro Val Kilmer Jon Voight A 1995
164,Casino,"Casino A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite. Martin Scorsese Robert De Niro Sharon Stone Joe Pesci James Woods A 1995"
165,Andaz Apna Apna,Andaz Apna Apna Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal. Rajkumar Santoshi Aamir Khan Salman Khan Raveena Tandon Karisma Kapoor U 1994
